NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
20,0,0.4284000006009592,72.76510000156122,27.379799999835086,5.002399999284535,14.705300000059651,3.4171000006608665,1.1465798942656572e-09
20,1,0.27629999931377824,35.439400000541355,26.758299998618895,4.318499999499181,14.600599999539554,3.494299999147188,1.4961116193854918e-09
20,2,0.29720000020461157,34.563499999421765,26.163300000916934,4.302700001062476,14.20719999987341,3.147200000967132,2.504637010512049e-09
20,3,0.27399999999033753,33.808399999543326,27.234399998633307,4.378199999337085,14.280999999755295,3.108599999904982,9.588602326385148e-10
20,4,0.23460000011255033,34.52190000098199,27.18019999883836,4.302000001189299,15.897200000836165,4.660700000385987,3.3631333940940938e-09
20,5,0.3524000003380934,36.2606999988202,26.47860000070068,4.394900000988855,14.52670000071521,3.2071000005089445,1.5693028584323822e-09
20,6,0.38560000029974617,33.80040000047302,26.714200001151767,4.32110000110697,14.399699999557924,3.1655999991926365,3.6802321616870323e-09
20,7,0.2271999983349815,34.45379999902798,27.519700000993907,4.500400000324589,14.472099999693455,3.250399999160436,3.0126452869025625e-09
20,8,0.22499999977299012,34.505000001445296,26.990899999873363,4.375599999548285,14.894799998728558,3.2371999986935407,6.01824778143641e-10
20,9,0.23049999981594738,35.38530000150786,27.033800000936026,4.338500000812928,14.599599999201018,3.2100000007631024,2.1234304397777617e-09
20,10,0.2688000004127389,34.81919999831007,26.68230000017502,4.510099999606609,14.489299999695504,3.2238000003417255,8.236673519414009e-10
20,11,0.22739999985788018,34.97590000006312,26.840099999390077,4.355600000053528,14.49030000003404,3.1749999998282874,8.140459562122137e-10
20,12,0.2234999992651865,33.8530000008177,26.877499998590793,4.4422999999369495,14.547999999194872,3.190100000210805,8.042696184983378e-09
20,13,0.24200000007112976,35.340399999768124,28.93670000048587,4.586099999869475,14.595599999665865,3.4707000013440847,7.977885143789572e-10
20,14,0.2660000009200303,34.439699998984,27.285399999527726,4.322099999626516,14.529699999911827,3.2053000013547717,8.853369064460942e-10
20,15,0.23270000019692816,35.19299999970826,26.864499999646796,4.363699999885284,14.558999999280786,3.251300000556512,1.4502030563183758e-09
20,16,0.28780000138795003,34.88210000068648,26.780599999256083,4.296600000088802,14.498599999569706,3.236500000639353,1.3558196781319272e-09
20,17,0.22449999960372224,34.8785999995016,26.83199999955832,4.366999999547261,14.654499998869142,3.2197000000451226,7.175119245921604e-10
20,18,0.24110000049404334,34.115600001314306,26.623199999448843,4.361100000096485,14.409600000362843,3.261600000769249,5.769331833973358e-10
20,19,0.3271999994467478,34.628699999302626,26.73770000001241,4.363900001408183,14.486299998679897,3.1979000013961922,1.371053157157069e-09
20,20,0.22469999930763151,34.27409999858355,27.29189999990922,4.36239999908139,14.49000000138767,3.1863000003795605,4.609966986761921e-09
20,21,0.38560000029974617,34.669700000449666,26.790199999595643,4.429799999343231,14.502799998808769,3.235500000300817,3.864731606098049e-09
20,22,0.25430000096093863,34.25480000078096,26.648700000805547,4.300299999158597,14.49270000011893,3.2126000005519018,1.1465593836047042e-09
20,23,0.25149999964924064,34.57220000018424,26.694799998949748,4.349000000729575,14.583500000298955,3.205600000001141,1.1008890471820066e-09
20,24,0.22300000091490801,34.689199999775155,26.65559999877587,4.345900000771508,14.278399999966496,3.1451000013476005,5.889638559136873e-10
20,25,0.25040000036824495,33.69319999910658,26.841299999432522,4.312399998525507,14.215799999874434,3.105800000412273,7.655075964873658e-10
20,26,0.334399999701418,34.00790000159759,26.092399999470217,5.260899999484536,20.931700000801357,4.4964999997318955,9.172368597762817e-10
20,27,0.6285999988904223,37.422900000819936,26.66279999903054,5.328400000507827,14.676100001452141,3.23480000042764,4.6621928452148165e-09
20,28,0.22460000036517158,34.655100000236416,27.446000000054482,4.345899998952518,14.735499999005697,3.2267000005958835,1.959830698782839e-09
20,29,0.27580000096349977,34.77089999978489,27.548900001420407,4.359000000476954,15.180899999904796,3.2558000002609333,2.33057884802049e-09
20,30,0.27880000016011763,35.780300000624266,31.35680000013963,4.385200001706835,14.658800000688643,3.204300001016236,3.450723932402221e-09
20,31,0.2678000000742031,35.12080000109563,32.43149999980233,4.36470000022382,14.576199999282835,3.222499999537831,6.771107120996051e-10
20,32,0.23230000078910962,34.77490000113903,26.68900000026042,4.765399999087094,14.532499999404536,3.3172000003105495,1.0055754821257314e-09
20,33,0.22460000036517158,35.72449999956007,26.953800001138006,4.310799999075243,14.568700000381796,3.27110000034736,5.437745638804359e-09
20,34,0.2578999992692843,34.88640000068699,27.04030000131752,4.356199999165256,14.50719999957073,3.2327999997505685,8.577495763217845e-10
20,35,0.3004000009241281,34.69609999956447,26.63120000033814,4.429499998877873,14.491699999780394,3.189500001099077,1.2330676483268111e-09
20,36,0.24570000095991418,34.655299999940326,26.566600001387997,4.300200000216137,14.448999998421641,3.1761000009282725,8.541238008434553e-10
20,37,0.22770000032323878,36.30599999996775,26.702799999839044,4.3542000003071735,14.573399999790126,3.217099998437334,8.784020852022251e-10
20,38,0.2602000004117144,34.38529999948514,26.830900000277325,4.275600000255508,14.463100000284612,3.1888000012259,5.14247978772653e-10
20,39,0.28700000075332355,34.756999999444815,26.728599999842118,4.320200001529884,14.829699999609147,3.365799999301089,2.8522583415055335e-09
20,40,0.2836999992723577,34.776700000293204,26.661600000807084,4.3733999991673045,14.464100000623148,3.190000001268345,7.00152331443109e-10
20,41,0.23879999935161322,34.23579999980575,26.678399999582325,4.283199999917997,14.445000000705477,3.176000000166823,2.125660810283059e-09
20,42,0.25120000100287143,34.956699999384,26.82000000095286,4.326199999923119,14.517800000248826,3.2179000008909497,9.975361563176755e-10
20,43,0.24570000095991418,35.52739999940968,26.75000000090222,4.397900000185473,14.506199999232194,3.218800000468036,7.665483196814471e-10
20,44,0.38219999987632036,34.44099999978789,27.004800000213436,4.330300000219722,14.598099998693215,3.197300000465475,9.189537577229835e-10
20,45,0.283800000033807,34.154799999669194,26.728900000307476,4.385799998999573,14.52160000008007,3.284600001279614,1.6104248704051707e-09
20,46,0.33910000092873815,35.417400000369526,27.29160000126285,4.361100000096485,14.51199999974051,3.2596000000921777,8.656344888297928e-10
20,47,0.22569999964616727,35.30949999912991,26.603700000123354,4.335999999966589,14.409299999897485,3.1918000004225178,1.9160544314844863e-09
20,48,0.5058000006101793,35.40900000007241,26.316100000258302,4.229699999996228,14.365500001076725,3.2195999992836732,7.580255991219994e-10
20,49,0.31429999944521114,35.27869999925315,27.022000000215485,4.305800001020543,14.78080000015325,3.183599999829312,3.843553755738701e-09
20,50,0.24369999846385326,34.57989999878919,27.019900000595953,4.2502999986027135,14.189999999871361,3.1404000001202803,1.259606103767724e-09
20,51,0.28529999872262124,35.31050000128744,26.88039999884495,4.441600000063772,14.591099999961443,3.194400000211317,1.4921758846147982e-09
20,52,0.25800000003073364,34.13170000021637,26.964299999235664,4.325500000049942,14.570800000001327,3.184900000633206,2.781164932159077e-09
20,53,0.25630000163801014,34.87029999996594,26.77640000001702,4.319300000133808,14.457199999014847,3.1897999997454463,1.4793562161162082e-09
20,54,0.3818000004685018,37.125900000319234,26.658599999791477,4.371099999843864,14.473799999905168,3.184999999575666,6.554269414902125e-10
